"Time of Day","Process Name","PID","Operation","Path","Result","Detail"
"10:34:46.0524523","雷小伊脱机日常 Beta 1.6.24.exe","1496","RegSetInfoKey","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Policies\NonEnum","SUCCESS","KeySetInformationClass: KeySetHandleTagsInformation, Length: 0"
"10:34:46.0524576","雷小伊脱机日常 Beta 1.6.24.exe","1496","RegQueryValue","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Policies\NonEnum\{20D04FE0-3AEA-1069-A2D8-08002B30309D}","NAME NOT FOUND","Length: 16"
"10:34:46.0524650","雷小伊脱机日常 Beta 1.6.24.exe","1496","RegCloseKey","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Policies\NonEnum","SUCCESS",""
"10:34:46.0524826","雷小伊脱机日常 Beta 1.6.24.exe","1496","RegQueryKey","HKLM","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"10:34:46.0524863","雷小伊脱机日常 Beta 1.6.24.exe","1496","RegQueryKey","HKLM","SUCCESS","Query: Name"
"10:34:46.0524936","雷小伊脱机日常 Beta 1.6.24.exe","1496","RegOpenKey","HKCR\WOW6432Node\CLSID\{20D04FE0-3AEA-1069-A2D8-08002B30309D}\InProcServer32","SUCCESS","Desired Access: Query Value"
"10:34:46.0525030","雷小伊脱机日常 Beta 1.6.24.exe","1496","RegSetInfoKey","HKCR\WOW6432Node\CLSID\{20D04FE0-3AEA-1069-A2D8-08002B30309D}\InProcServer32","SUCCESS","KeySetInformationClass: KeySetHandleTagsInformation, Length: 0"
"10:34:46.0525079","雷小伊脱机日常 Beta 1.6.24.exe","1496","RegQueryValue","HKCR\WOW6432Node\CLSID\{20D04FE0-3AEA-1069-A2D8-08002B30309D}\InProcServer32\(Default)","SUCCESS","Type: REG_EXPAND_SZ, Length: 84, Data: %SystemRoot%\system32\windows.storage.dll"
"10:34:46.0525156","雷小伊脱机日常 Beta 1.6.24.exe","1496","RegCloseKey","HKCR\WOW6432Node\CLSID\{20D04FE0-3AEA-1069-A2D8-08002B30309D}\InProcServer32","SUCCESS",""
"10:34:46.0525419","雷小伊脱机日常 Beta 1.6.24.exe","1496","RegQueryKey","HKLM","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"10:34:46.0525456","雷小伊脱机日常 Beta 1.6.24.exe","1496","RegQueryKey","HKLM","SUCCESS","Query: Name"
"10:34:46.0525546","雷小伊脱机日常 Beta 1.6.24.exe","1496","RegOpenKey","HKLM\Software\WOW6432Node\Microsoft\Windows\CurrentVersion\Explorer\MyComputer\NameSpace","SUCCESS","Desired Access: Query Value"
"10:34:46.0525715","雷小伊脱机日常 Beta 1.6.24.exe","1496","RegSetInfoKey","HKLM\SOFTWARE\WOW6432Node\Microsoft\Windows\CurrentVersion\Explorer\MyComputer\NameSpace","SUCCESS","KeySetInformationClass: KeySetHandleTagsInformation, Length: 0"
"10:34:46.0525760","雷小伊脱机日常 Beta 1.6.24.exe","1496","RegQueryValue","HKLM\SOFTWARE\WOW6432Node\Microsoft\Windows\CurrentVersion\Explorer\MyComputer\NameSpace\ValidateRegItems","NAME NOT FOUND","Length: 16"
"10:34:46.0525809","雷小伊脱机日常 Beta 1.6.24.exe","1496","RegCloseKey","HKLM\SOFTWARE\WOW6432Node\Microsoft\Windows\CurrentVersion\Explorer\MyComputer\NameSpace","SUCCESS",""
"10:34:46.0526081","雷小伊脱机日常 Beta 1.6.24.exe","1496","RegQueryKey","HKLM","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"10:34:46.0526119","雷小伊脱机日常 Beta 1.6.24.exe","1496","RegQueryKey","HKLM","SUCCESS","Query: Name"
"10:34:46.0526191","雷小伊脱机日常 Beta 1.6.24.exe","1496","RegOpenKey","HKLM\Software\WOW6432Node\Microsoft\Windows\CurrentVersion\Explorer\MyComputer\NameSpace","SUCCESS","Desired Access: Query Value"
"10:34:46.0526254","雷小伊脱机日常 Beta 1.6.24.exe","1496","RegSetInfoKey","HKLM\SOFTWARE\WOW6432Node\Microsoft\Windows\CurrentVersion\Explorer\MyComputer\NameSpace","SUCCESS","KeySetInformationClass: KeySetHandleTagsInformation, Length: 0"
"10:34:46.0526294","雷小伊脱机日常 Beta 1.6.24.exe","1496","RegQueryValue","HKLM\SOFTWARE\WOW6432Node\Microsoft\Windows\CurrentVersion\Explorer\MyComputer\NameSpace\MonitorRegistry","NAME NOT FOUND","Length: 16"
"10:34:46.0526341","雷小伊脱机日常 Beta 1.6.24.exe","1496","RegCloseKey","HKLM\SOFTWARE\WOW6432Node\Microsoft\Windows\CurrentVersion\Explorer\MyComputer\NameSpace","SUCCESS",""
"10:34:46.0529139","雷小伊脱机日常 Beta 1.6.24.exe","1496","RegQueryKey","HKCU","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"10:34:46.0529182","雷小伊脱机日常 Beta 1.6.24.exe","1496","RegQueryKey","HKCU","SUCCESS","Query: Name"
"10:34:46.0529260","雷小伊脱机日常 Beta 1.6.24.exe","1496","RegOpenKey","HKCU\Software\Microsoft\Windows\CurrentVersion\Explorer\MountPoints2\CPC\Volume","SUCCESS","Desired Access: Read"
"10:34:46.0529368","雷小伊脱机日常 Beta 1.6.24.exe","1496","RegSetInfoKey","HKCU\SOFTWARE\Microsoft\Windows\CurrentVersion\Explorer\MountPoints2\CPC\Volume","SUCCESS","KeySetInformationClass: KeySetHandleTagsInformation, Length: 0"
"10:34:46.0529442","雷小伊脱机日常 Beta 1.6.24.exe","1496","RegQueryKey","HKCU\SOFTWARE\Microsoft\Windows\CurrentVersion\Explorer\MountPoints2\CPC\Volume","SUCCESS","Query: HandleTags, HandleTags: 0x400"
"10:34:46.0529484","雷小伊脱机日常 Beta 1.6.24.exe","1496","RegOpenKey","HKCU\SOFTWARE\Microsoft\Windows\CurrentVersion\Explorer\MountPoints2\CPC\Volume\{15c8ad86-cc2e-49e4-9700-5dc43b21d066}\","SUCCESS","Desired Access: Read"
"10:34:46.0529569","雷小伊脱机日常 Beta 1.6.24.exe","1496","RegCloseKey","HKCU\SOFTWARE\Microsoft\Windows\CurrentVersion\Explorer\MountPoints2\CPC\Volume","SUCCESS",""
"10:34:46.0529625","雷小伊脱机日常 Beta 1.6.24.exe","1496","RegQueryValue","HKCU\SOFTWARE\Microsoft\Windows\CurrentVersion\Explorer\MountPoints2\CPC\Volume\{15c8ad86-cc2e-49e4-9700-5dc43b21d066}\Data","BUFFER OVERFLOW","Length: 144"
"10:34:46.0529702","雷小伊脱机日常 Beta 1.6.24.exe","1496","RegQueryValue","HKCU\SOFTWARE\Microsoft\Windows\CurrentVersion\Explorer\MountPoints2\CPC\Volume\{15c8ad86-cc2e-49e4-9700-5dc43b21d066}\Data","SUCCESS","Type: REG_BINARY, Length: 1,370, Data: D6 0D 00 00 0D F0 AD BA 41 00 00 00 08 00 00 00"
"10:34:46.0529784","雷小伊脱机日常 Beta 1.6.24.exe","1496","RegCloseKey","HKCU\SOFTWARE\Microsoft\Windows\CurrentVersion\Explorer\MountPoints2\CPC\Volume\{15c8ad86-cc2e-49e4-9700-5dc43b21d066}","SUCCESS",""
"10:34:46.0529846","雷小伊脱机日常 Beta 1.6.24.exe","1496","RegQueryKey","HKCU","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"10:34:46.0529882","雷小伊脱机日常 Beta 1.6.24.exe","1496","RegQueryKey","HKCU","SUCCESS","Query: Name"
"10:34:46.0529942","雷小伊脱机日常 Beta 1.6.24.exe","1496","RegOpenKey","HKCU\Software\Microsoft\Windows\CurrentVersion\Explorer\MountPoints2\CPC\Volume","SUCCESS","Desired Access: Read"
"10:34:46.0529995","雷小伊脱机日常 Beta 1.6.24.exe","1496","RegSetInfoKey","HKCU\SOFTWARE\Microsoft\Windows\CurrentVersion\Explorer\MountPoints2\CPC\Volume","SUCCESS","KeySetInformationClass: KeySetHandleTagsInformation, Length: 0"
"10:34:46.0530053","雷小伊脱机日常 Beta 1.6.24.exe","1496","RegQueryKey","HKCU\SOFTWARE\Microsoft\Windows\CurrentVersion\Explorer\MountPoints2\CPC\Volume","SUCCESS","Query: HandleTags, HandleTags: 0x400"
"10:34:46.0530094","雷小伊脱机日常 Beta 1.6.24.exe","1496","RegOpenKey","HKCU\SOFTWARE\Microsoft\Windows\CurrentVersion\Explorer\MountPoints2\CPC\Volume\{15c8ad86-cc2e-49e4-9700-5dc43b21d066}\","SUCCESS","Desired Access: Read"
"10:34:46.0530151","雷小伊脱机日常 Beta 1.6.24.exe","1496","RegCloseKey","HKCU\SOFTWARE\Microsoft\Windows\CurrentVersion\Explorer\MountPoints2\CPC\Volume","SUCCESS",""
"10:34:46.0530196","雷小伊脱机日常 Beta 1.6.24.exe","1496","RegQueryValue","HKCU\SOFTWARE\Microsoft\Windows\CurrentVersion\Explorer\MountPoints2\CPC\Volume\{15c8ad86-cc2e-49e4-9700-5dc43b21d066}\Generation","SUCCESS","Type: REG_DWORD, Length: 4, Data: 1"
"10:34:46.0530246","雷小伊脱机日常 Beta 1.6.24.exe","1496","RegCloseKey","HKCU\SOFTWARE\Microsoft\Windows\CurrentVersion\Explorer\MountPoints2\CPC\Volume\{15c8ad86-cc2e-49e4-9700-5dc43b21d066}","SUCCESS",""
"10:34:46.0530647","雷小伊脱机日常 Beta 1.6.24.exe","1496","RegQueryKey","HKCU","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"10:34:46.0530685","雷小伊脱机日常 Beta 1.6.24.exe","1496","RegQueryKey","HKCU","SUCCESS","Query: Name"
"10:34:46.0530765","雷小伊脱机日常 Beta 1.6.24.exe","1496","RegOpenKey","HKCU\Software\Microsoft\Windows\CurrentVersion\Explorer\MountPoints2\CPC\Volume","SUCCESS","Desired Access: Read"
"10:34:46.0530828","雷小伊脱机日常 Beta 1.6.24.exe","1496","RegSetInfoKey","HKCU\SOFTWARE\Microsoft\Windows\CurrentVersion\Explorer\MountPoints2\CPC\Volume","SUCCESS","KeySetInformationClass: KeySetHandleTagsInformation, Length: 0"
"10:34:46.0530896","雷小伊脱机日常 Beta 1.6.24.exe","1496","RegQueryKey","HKCU\SOFTWARE\Microsoft\Windows\CurrentVersion\Explorer\MountPoints2\CPC\Volume","SUCCESS","Query: HandleTags, HandleTags: 0x400"
"10:34:46.0530936","雷小伊脱机日常 Beta 1.6.24.exe","1496","RegOpenKey","HKCU\SOFTWARE\Microsoft\Windows\CurrentVersion\Explorer\MountPoints2\CPC\Volume\{15c8ad86-cc2e-49e4-9700-5dc43b21d066}\","SUCCESS","Desired Access: Read"
"10:34:46.0530993","雷小伊脱机日常 Beta 1.6.24.exe","1496","RegCloseKey","HKCU\SOFTWARE\Microsoft\Windows\CurrentVersion\Explorer\MountPoints2\CPC\Volume","SUCCESS",""
"10:34:46.0531040","雷小伊脱机日常 Beta 1.6.24.exe","1496","RegQueryValue","HKCU\SOFTWARE\Microsoft\Windows\CurrentVersion\Explorer\MountPoints2\CPC\Volume\{15c8ad86-cc2e-49e4-9700-5dc43b21d066}\Generation","SUCCESS","Type: REG_DWORD, Length: 4, Data: 1"
"10:34:46.0531094","雷小伊脱机日常 Beta 1.6.24.exe","1496","RegCloseKey","HKCU\SOFTWARE\Microsoft\Windows\CurrentVersion\Explorer\MountPoints2\CPC\Volume\{15c8ad86-cc2e-49e4-9700-5dc43b21d066}","SUCCESS",""
"10:34:46.0531146","雷小伊脱机日常 Beta 1.6.24.exe","1496","RegQueryKey","HKCU\Software\Classes","SUCCESS","Query: Name"
"10:34:46.0531203","雷小伊脱机日常 Beta 1.6.24.exe","1496","RegQueryKey","HKCU\Software\Classes","SUCCESS","Query: HandleTags, HandleTags: 0x1"
"10:34:46.0531256","雷小伊脱机日常 Beta 1.6.24.exe","1496","RegQueryKey","HKCU\Software\Classes","SUCCESS","Query: HandleTags, HandleTags: 0x1"
"10:34:46.0531291","雷小伊脱机日常 Beta 1.6.24.exe","1496","RegQueryKey","HKCU\Software\Classes","SUCCESS","Query: Name"
"10:34:46.0531356","雷小伊脱机日常 Beta 1.6.24.exe","1496","RegOpenKey","HKCU\Software\Classes\Drive\shellex\FolderExtensions","NAME NOT FOUND","Desired Access: Enumerate Sub Keys"
"10:34:46.0531452","雷小伊脱机日常 Beta 1.6.24.exe","1496","RegOpenKey","HKCR\Drive\shellex\FolderExtensions","SUCCESS","Desired Access: Enumerate Sub Keys"
"10:34:46.0531548","雷小伊脱机日常 Beta 1.6.24.exe","1496","RegSetInfoKey","HKCR\Drive\shellex\FolderExtensions","SUCCESS","KeySetInformationClass: KeySetHandleTagsInformation, Length: 0"
"10:34:46.0531604","雷小伊脱机日常 Beta 1.6.24.exe","1496","RegQueryKey","HKCR\Drive\shellex\FolderExtensions","SUCCESS","Query: Name"
"10:34:46.0531677","雷小伊脱机日常 Beta 1.6.24.exe","1496","RegQueryKey","HKCR\Drive\shellex\FolderExtensions","SUCCESS","Query: HandleTags, HandleTags: 0x401"
"10:34:46.0531754","雷小伊脱机日常 Beta 1.6.24.exe","1496","RegOpenKey","HKCU\Software\Classes\Drive\shellex\FolderExtensions","NAME NOT FOUND","Desired Access: Maximum Allowed"
"10:34:46.0531816","雷小伊脱机日常 Beta 1.6.24.exe","1496","RegEnumKey","HKCR\Drive\shellex\FolderExtensions","SUCCESS","Index: 0, Name: {fbeb8a05-beee-4442-804e-409d6c4515e9}"
"10:34:46.0531885","雷小伊脱机日常 Beta 1.6.24.exe","1496","RegQueryKey","HKCU\Software\Classes","SUCCESS","Query: Name"
"10:34:46.0531940","雷小伊脱机日常 Beta 1.6.24.exe","1496","RegQueryKey","HKCU\Software\Classes","SUCCESS","Query: HandleTags, HandleTags: 0x1"
"10:34:46.0531992","雷小伊脱机日常 Beta 1.6.24.exe","1496","RegQueryKey","HKCU\Software\Classes","SUCCESS","Query: HandleTags, HandleTags: 0x1"
"10:34:46.0532028","雷小伊脱机日常 Beta 1.6.24.exe","1496","RegQueryKey","HKCU\Software\Classes","SUCCESS","Query: Name"
"10:34:46.0532091","雷小伊脱机日常 Beta 1.6.24.exe","1496","RegOpenKey","HKCU\Software\Classes\Drive\shellex\FolderExtensions\{fbeb8a05-beee-4442-804e-409d6c4515e9}","NAME NOT FOUND","Desired Access: Query Value"
"10:34:46.0532164","雷小伊脱机日常 Beta 1.6.24.exe","1496","RegOpenKey","HKCR\Drive\shellex\FolderExtensions\{fbeb8a05-beee-4442-804e-409d6c4515e9}","SUCCESS","Desired Access: Query Value"
"10:34:46.0532237","雷小伊脱机日常 Beta 1.6.24.exe","1496","RegSetInfoKey","HKCR\Drive\shellex\FolderExtensions\{fbeb8a05-beee-4442-804e-409d6c4515e9}","SUCCESS","KeySetInformationClass: KeySetHandleTagsInformation, Length: 0"
"10:34:46.0532282","雷小伊脱机日常 Beta 1.6.24.exe","1496","RegQueryKey","HKCR\Drive\shellex\FolderExtensions\{fbeb8a05-beee-4442-804e-409d6c4515e9}","SUCCESS","Query: Name"
"10:34:46.0532336","雷小伊脱机日常 Beta 1.6.24.exe","1496","RegQueryKey","HKCR\Drive\shellex\FolderExtensions\{fbeb8a05-beee-4442-804e-409d6c4515e9}","SUCCESS","Query: HandleTags, HandleTags: 0x401"
"10:34:46.0532405","雷小伊脱机日常 Beta 1.6.24.exe","1496","RegOpenKey","HKCU\Software\Classes\Drive\shellex\FolderExtensions\{fbeb8a05-beee-4442-804e-409d6c4515e9}","NAME NOT FOUND","Desired Access: Maximum Allowed"
"10:34:46.0532465","雷小伊脱机日常 Beta 1.6.24.exe","1496","RegQueryValue","HKCR\Drive\shellex\FolderExtensions\{fbeb8a05-beee-4442-804e-409d6c4515e9}\DriveMask","SUCCESS","Type: REG_DWORD, Length: 4, Data: 32"
"10:34:46.0532521","雷小伊脱机日常 Beta 1.6.24.exe","1496","RegCloseKey","HKCR\Drive\shellex\FolderExtensions\{fbeb8a05-beee-4442-804e-409d6c4515e9}","SUCCESS",""
"10:34:46.0532577","雷小伊脱机日常 Beta 1.6.24.exe","1496","RegEnumKey","HKCR\Drive\shellex\FolderExtensions","NO MORE ENTRIES","Index: 1, Length: 288"
"10:34:46.0532634","雷小伊脱机日常 Beta 1.6.24.exe","1496","RegCloseKey","HKCR\Drive\shellex\FolderExtensions","SUCCESS",""
"10:34:46.0533557","雷小伊脱机日常 Beta 1.6.24.exe","1496","RegOpenKey","HKLM\System\CurrentControlSet\Control\DeviceClasses\{53f5630d-b6bf-11d0-94f2-00a0c91efb8b}","SUCCESS","Desired Access: All Access"
"10:34:46.0533752","雷小伊脱机日常 Beta 1.6.24.exe","1496","RegOpenKey","HKLM\System\CurrentControlSet\Control\DeviceClasses\{53f5630d-b6bf-11d0-94f2-00a0c91efb8b}\Properties","NAME NOT FOUND","Desired Access: Query Value"
"10:34:46.0534201","雷小伊脱机日常 Beta 1.6.24.exe","1496","RegCloseKey","HKLM\System\CurrentControlSet\Control\DeviceClasses\{53f5630d-b6bf-11d0-94f2-00a0c91efb8b}","SUCCESS",""
"10:34:46.0534366","雷小伊脱机日常 Beta 1.6.24.exe","1496","RegOpenKey","HKLM\System\CurrentControlSet\Control\DeviceClasses\{53f5630d-b6bf-11d0-94f2-00a0c91efb8b}","SUCCESS","Desired Access: All Access"
"10:34:46.0534452","雷小伊脱机日常 Beta 1.6.24.exe","1496","RegOpenKey","HKLM\System\CurrentControlSet\Control\DeviceClasses\{53f5630d-b6bf-11d0-94f2-00a0c91efb8b}\Properties","NAME NOT FOUND","Desired Access: Query Value"
"10:34:46.0535435","雷小伊脱机日常 Beta 1.6.24.exe","1496","RegCloseKey","HKLM\System\CurrentControlSet\Control\DeviceClasses\{53f5630d-b6bf-11d0-94f2-00a0c91efb8b}","SUCCESS",""
"10:34:46.0536018","雷小伊脱机日常 Beta 1.6.24.exe","1496","CreateFile","C:\","SUCCESS","Desired Access: Read Data/List Directory, Read Attributes, Synchronize, Disposition: Open, Options: Synchronous IO Non-Alert, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"10:34:46.0536231","雷小伊脱机日常 Beta 1.6.24.exe","1496","QueryRemoteProtocolInformation","C:\","INVALID PARAMETER",""
"10:34:46.0536381","雷小伊脱机日常 Beta 1.6.24.exe","1496","QueryDirectory","C:\Users","SUCCESS","FileInformationClass: FileIdBothDirectoryInformation, Filter: Users, 2: Users"
"10:34:46.0536597","雷小伊脱机日常 Beta 1.6.24.exe","1496","CloseFile","C:\","SUCCESS",""
"10:34:46.0537633","雷小伊脱机日常 Beta 1.6.24.exe","1496","RegQueryKey","HKCU","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"10:34:46.0537691","雷小伊脱机日常 Beta 1.6.24.exe","1496","RegQueryKey","HKCU","SUCCESS","Query: Name"
"10:34:46.0537787","雷小伊脱机日常 Beta 1.6.24.exe","1496","RegOpenKey","HKCU\Software\Microsoft\Windows\CurrentVersion\Explorer\MountPoints2\CPC\Volume","SUCCESS","Desired Access: Read"
"10:34:46.0537891","雷小伊脱机日常 Beta 1.6.24.exe","1496","RegSetInfoKey","HKCU\SOFTWARE\Microsoft\Windows\CurrentVersion\Explorer\MountPoints2\CPC\Volume","SUCCESS","KeySetInformationClass: KeySetHandleTagsInformation, Length: 0"
"10:34:46.0538027","雷小伊脱机日常 Beta 1.6.24.exe","1496","RegQueryKey","HKCU\SOFTWARE\Microsoft\Windows\CurrentVersion\Explorer\MountPoints2\CPC\Volume","SUCCESS","Query: HandleTags, HandleTags: 0x400"
"10:34:46.0538070","雷小伊脱机日常 Beta 1.6.24.exe","1496","RegOpenKey","HKCU\SOFTWARE\Microsoft\Windows\CurrentVersion\Explorer\MountPoints2\CPC\Volume\{229eeffc-4776-48a0-8308-839091a02507}\","SUCCESS","Desired Access: Read"
"10:34:46.0538148","雷小伊脱机日常 Beta 1.6.24.exe","1496","RegCloseKey","HKCU\SOFTWARE\Microsoft\Windows\CurrentVersion\Explorer\MountPoints2\CPC\Volume","SUCCESS",""
"10:34:46.0538204","雷小伊脱机日常 Beta 1.6.24.exe","1496","RegQueryValue","HKCU\SOFTWARE\Microsoft\Windows\CurrentVersion\Explorer\MountPoints2\CPC\Volume\{229eeffc-4776-48a0-8308-839091a02507}\Data","BUFFER OVERFLOW","Length: 144"
"10:34:46.0538289","雷小伊脱机日常 Beta 1.6.24.exe","1496","RegQueryValue","HKCU\SOFTWARE\Microsoft\Windows\CurrentVersion\Explorer\MountPoints2\CPC\Volume\{229eeffc-4776-48a0-8308-839091a02507}\Data","SUCCESS","Type: REG_BINARY, Length: 1,370, Data: D6 0D 00 00 0D F0 AD BA 01 00 00 00 08 00 00 00"
"10:34:46.0538348","雷小伊脱机日常 Beta 1.6.24.exe","1496","RegCloseKey","HKCU\SOFTWARE\Microsoft\Windows\CurrentVersion\Explorer\MountPoints2\CPC\Volume\{229eeffc-4776-48a0-8308-839091a02507}","SUCCESS",""
"10:34:46.0538413","雷小伊脱机日常 Beta 1.6.24.exe","1496","RegQueryKey","HKCU","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"10:34:46.0538450","雷小伊脱机日常 Beta 1.6.24.exe","1496","RegQueryKey","HKCU","SUCCESS","Query: Name"
"10:34:46.0538513","雷小伊脱机日常 Beta 1.6.24.exe","1496","RegOpenKey","HKCU\Software\Microsoft\Windows\CurrentVersion\Explorer\MountPoints2\CPC\Volume","SUCCESS","Desired Access: Read"
"10:34:46.0538569","雷小伊脱机日常 Beta 1.6.24.exe","1496","RegSetInfoKey","HKCU\SOFTWARE\Microsoft\Windows\CurrentVersion\Explorer\MountPoints2\CPC\Volume","SUCCESS","KeySetInformationClass: KeySetHandleTagsInformation, Length: 0"
"10:34:46.0538631","雷小伊脱机日常 Beta 1.6.24.exe","1496","RegQueryKey","HKCU\SOFTWARE\Microsoft\Windows\CurrentVersion\Explorer\MountPoints2\CPC\Volume","SUCCESS","Query: HandleTags, HandleTags: 0x400"
"10:34:46.0538671","雷小伊脱机日常 Beta 1.6.24.exe","1496","RegOpenKey","HKCU\SOFTWARE\Microsoft\Windows\CurrentVersion\Explorer\MountPoints2\CPC\Volume\{229eeffc-4776-48a0-8308-839091a02507}\","SUCCESS","Desired Access: Read"
"10:34:46.0538728","雷小伊脱机日常 Beta 1.6.24.exe","1496","RegCloseKey","HKCU\SOFTWARE\Microsoft\Windows\CurrentVersion\Explorer\MountPoints2\CPC\Volume","SUCCESS",""
"10:34:46.0538775","雷小伊脱机日常 Beta 1.6.24.exe","1496","RegQueryValue","HKCU\SOFTWARE\Microsoft\Windows\CurrentVersion\Explorer\MountPoints2\CPC\Volume\{229eeffc-4776-48a0-8308-839091a02507}\Generation","SUCCESS","Type: REG_DWORD, Length: 4, Data: 1"
"10:34:46.0538827","雷小伊脱机日常 Beta 1.6.24.exe","1496","RegCloseKey","HKCU\SOFTWARE\Microsoft\Windows\CurrentVersion\Explorer\MountPoints2\CPC\Volume\{229eeffc-4776-48a0-8308-839091a02507}","SUCCESS",""
"10:34:46.0539713","雷小伊脱机日常 Beta 1.6.24.exe","1496","RegQueryKey","HKLM","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"10:34:46.0539896","雷小伊脱机日常 Beta 1.6.24.exe","1496","RegQueryKey","HKLM","SUCCESS","Query: Name"
"10:34:46.0540012","雷小伊脱机日常 Beta 1.6.24.exe","1496","RegOpenKey","HKCR\WOW6432Node\CLSID\{75847177-F077-4171-BD2C-A6BB2164FBD0}\InProcServer32","SUCCESS","Desired Access: Query Value"
"10:34:46.0540211","雷小伊脱机日常 Beta 1.6.24.exe","1496","RegSetInfoKey","HKCR\WOW6432Node\CLSID\{75847177-f077-4171-bd2c-a6bb2164fbd0}\InProcServer32","SUCCESS","KeySetInformationClass: KeySetHandleTagsInformation, Length: 0"
"10:34:46.0540267","雷小伊脱机日常 Beta 1.6.24.exe","1496","RegQueryValue","HKCR\WOW6432Node\CLSID\{75847177-f077-4171-bd2c-a6bb2164fbd0}\InProcServer32\(Default)","SUCCESS","Type: REG_EXPAND_SZ, Length: 84, Data: %SystemRoot%\system32\windows.storage.dll"
"10:34:46.0540363","雷小伊脱机日常 Beta 1.6.24.exe","1496","RegCloseKey","HKCR\WOW6432Node\CLSID\{75847177-f077-4171-bd2c-a6bb2164fbd0}\InProcServer32","SUCCESS",""
"10:34:46.0540465","雷小伊脱机日常 Beta 1.6.24.exe","1496","RegQueryKey","HKCU","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"10:34:46.0540507","雷小伊脱机日常 Beta 1.6.24.exe","1496","RegQueryKey","HKCU","SUCCESS","Query: Name"
"10:34:46.0540578","雷小伊脱机日常 Beta 1.6.24.exe","1496","RegOpenKey","HKCU\Software\Microsoft\Windows\CurrentVersion\Explorer\MountPoints2\CPC\Volume","SUCCESS","Desired Access: Read"
"10:34:46.0540667","雷小伊脱机日常 Beta 1.6.24.exe","1496","RegSetInfoKey","HKCU\SOFTWARE\Microsoft\Windows\CurrentVersion\Explorer\MountPoints2\CPC\Volume","SUCCESS","KeySetInformationClass: KeySetHandleTagsInformation, Length: 0"
"10:34:46.0540730","雷小伊脱机日常 Beta 1.6.24.exe","1496","RegQueryKey","HKCU\SOFTWARE\Microsoft\Windows\CurrentVersion\Explorer\MountPoints2\CPC\Volume","SUCCESS","Query: HandleTags, HandleTags: 0x400"
"10:34:46.0540770","雷小伊脱机日常 Beta 1.6.24.exe","1496","RegOpenKey","HKCU\SOFTWARE\Microsoft\Windows\CurrentVersion\Explorer\MountPoints2\CPC\Volume\{215cfb34-0965-4d6f-a30f-85c14fa223de}\","SUCCESS","Desired Access: Read"
"10:34:46.0540836","雷小伊脱机日常 Beta 1.6.24.exe","1496","RegCloseKey","HKCU\SOFTWARE\Microsoft\Windows\CurrentVersion\Explorer\MountPoints2\CPC\Volume","SUCCESS",""
"10:34:46.0540880","雷小伊脱机日常 Beta 1.6.24.exe","1496","RegQueryValue","HKCU\SOFTWARE\Microsoft\Windows\CurrentVersion\Explorer\MountPoints2\CPC\Volume\{215cfb34-0965-4d6f-a30f-85c14fa223de}\Data","BUFFER OVERFLOW","Length: 144"
"10:34:46.0540928","雷小伊脱机日常 Beta 1.6.24.exe","1496","RegQueryValue","HKCU\SOFTWARE\Microsoft\Windows\CurrentVersion\Explorer\MountPoints2\CPC\Volume\{215cfb34-0965-4d6f-a30f-85c14fa223de}\Data","SUCCESS","Type: REG_BINARY, Length: 1,370, Data: D6 0D 00 00 0D F0 AD BA 01 00 00 00 08 00 00 00"
"10:34:46.0540986","雷小伊脱机日常 Beta 1.6.24.exe","1496","RegQueryKey","HKCR","SUCCESS","Query: HandleTags, HandleTags: 0x1"
"10:34:46.0541053","雷小伊脱机日常 Beta 1.6.24.exe","1496","RegCloseKey","HKCU\SOFTWARE\Microsoft\Windows\CurrentVersion\Explorer\MountPoints2\CPC\Volume\{215cfb34-0965-4d6f-a30f-85c14fa223de}","SUCCESS",""
"10:34:46.0541114","雷小伊脱机日常 Beta 1.6.24.exe","1496","RegQueryKey","HKCR","SUCCESS","Query: Name"
"10:34:46.0541134","雷小伊脱机日常 Beta 1.6.24.exe","1496","RegQueryKey","HKCU","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"10:34:46.0541232","雷小伊脱机日常 Beta 1.6.24.exe","1496","RegQueryKey","HKCU","SUCCESS","Query: Name"
"10:34:46.0541255","雷小伊脱机日常 Beta 1.6.24.exe","1496","RegOpenKey","HKCR\WOW6432Node\CLSID\{1F486A52-3CB1-48FD-8F50-B8DC300D9F9D}","SUCCESS","Desired Access: Read"
"10:34:46.0541307","雷小伊脱机日常 Beta 1.6.24.exe","1496","RegOpenKey","HKCU\Software\Microsoft\Windows\CurrentVersion\Explorer\MountPoints2\CPC\Volume","SUCCESS","Desired Access: Read"
